date,city_code,tmv_city_crores,company,ms_pct
1-Sep-22,110001,288.17,Others,5.98
1-Sep-22,700001,268.02,Others,6.52
1-Sep-22,560001,240.03,Others,7.94
1-Sep-22,600001,198.83,Others,7.81
1-Sep-22,500001,179.13,Others,8.96
1-Sep-22,411001,172.86,Others,6.67
1-Sep-22,380001,131.21,Others,6.77
1-Sep-22,302001,97.4,Others,7.19
1-Sep-22,226001,83.74,Others,6.44
1-Sep-22,800008,68.74,Others,5.87
1-Sep-22,641001,60.9,Others,7.22
1-Sep-22,160017,44.33,Others,7.35
1-Sep-22,122001,34.48,Others,7.3
1-Sep-22,492001,21.5,Others,7.83
